# t(ms)	mean_x1	mean_x2
559.4	-1.45611	-1.88732
559.45	-1.4517	-1.88619
559.5	-1.4668	-1.88512
559.55	-1.46244	-1.88391
559.6	-1.46195	-1.88285
559.65	-1.47426	-1.8817
559.7	-1.48416	-1.88058
559.75	-1.46142	-1.87956
559.8	-1.47205	-1.87849
559.85	-1.47376	-1.87744
559.9	-1.47059	-1.87633
559.95	-1.46083	-1.87522
560	-1.46352	-1.87411
560.05	-1.48819	-1.87293
560.1	-1.45976	-1.87177
560.15	-1.4682	-1.87063
560.2	-1.46196	-1.86946
560.25	-1.47655	-1.86834
560.3	-1.46725	-1.86722
560.35	-1.47739	-1.86611
560.4	-1.46413	-1.86496
560.45	-1.45302	-1.86382
560.5	-1.46654	-1.86275
560.55	-1.45893	-1.86158
560.6	-1.46324	-1.86053
560.65	-1.48038	-1.85945
560.7	-1.46331	-1.85828
560.75	-1.46838	-1.85715
560.8	-1.47605	-1.85604
560.85	-1.48108	-1.85495
560.9	-1.49156	-1.85392
560.95	-1.47314	-1.85286
561	-1.46795	-1.85177
561.05	-1.47062	-1.85066
561.1	-1.45731	-1.84954
561.15	-1.46078	-1.84849
561.2	-1.48561	-1.84736
561.25	-1.46893	-1.84623
561.3	-1.47155	-1.84516
561.35	-1.47852	-1.8441
561.4	-1.46301	-1.84298
561.45	-1.47181	-1.84188
561.5	-1.47526	-1.84084
561.55	-1.47494	-1.83966
561.6	-1.46346	-1.83857
561.65	-1.48296	-1.83743
561.7	-1.46007	-1.83628
561.75	-1.46084	-1.83518
561.8	-1.48061	-1.83416
561.85	-1.47469	-1.83308
561.9	-1.48041	-1.83198
561.95	-1.48494	-1.83079
562	-1.47789	-1.82973
562.05	-1.4856	-1.82863
562.1	-1.4751	-1.82759
562.15	-1.46685	-1.82651
562.2	-1.49057	-1.82547
562.25	-1.47465	-1.8243
562.3	-1.48375	-1.82324
562.35	-1.4758	-1.82216
562.4	-1.46813	-1.82111
562.45	-1.46447	-1.82013
562.5	-1.45344	-1.81907
562.55	-1.45603	-1.81805
562.6	-1.46996	-1.81704
562.65	-1.49381	-1.816
562.7	-1.46136	-1.81494
562.75	-1.46126	-1.81382
562.8	-1.4765	-1.81278
562.85	-1.48615	-1.81174
562.9	-1.48057	-1.8106
562.95	-1.48923	-1.80955
563	-1.48677	-1.80865
563.05	-1.47137	-1.80766
563.1	-1.47747	-1.8066
563.15	-1.48011	-1.80554
563.2	-1.48877	-1.80458
563.25	-1.48796	-1.80353
563.3	-1.46883	-1.80241
563.35	-1.48296	-1.80136
563.4	-1.47368	-1.80025
563.45	-1.49817	-1.79915
563.5	-1.49454	-1.79805
563.55	-1.47257	-1.797
563.6	-1.48904	-1.79606
563.65	-1.48886	-1.79505
563.7	-1.4831	-1.79392
563.75	-1.46552	-1.79293
563.8	-1.4778	-1.79189
563.85	-1.47683	-1.7909
563.9	-1.4827	-1.78993
563.95	-1.48944	-1.78894
564	-1.47487	-1.78792
564.05	-1.48754	-1.78697
564.1	-1.48353	-1.7859
564.15	-1.47032	-1.78484
564.2	-1.48472	-1.78377
564.25	-1.47262	-1.78266
564.3	-1.46211	-1.7816
564.35	-1.47796	-1.78058
564.4	-1.47668	-1.77962
564.45	-1.47441	-1.77863
564.5	-1.48742	-1.77765
564.55	-1.4818	-1.77661
564.6	-1.48217	-1.7757
564.65	-1.48868	-1.77472
564.7	-1.47601	-1.77366
564.75	-1.47301	-1.77261
564.8	-1.46574	-1.77162
564.85	-1.45418	-1.7707
564.9	-1.47273	-1.76966
564.95	-1.45745	-1.76867
565	-1.45096	-1.7676
565.05	-1.45798	-1.76659
565.1	-1.46335	-1.76561
565.15	-1.46114	-1.76462
565.2	-1.4655	-1.76364
565.25	-1.46833	-1.76267
565.3	-1.46396	-1.76171
565.35	-1.45937	-1.76072
565.4	-1.45877	-1.75975
565.45	-1.46465	-1.75885
565.5	-1.46755	-1.75788
565.55	-1.47498	-1.75683
565.6	-1.45162	-1.75581
565.65	-1.4699	-1.75493
565.7	-1.46606	-1.75393
565.75	-1.4697	-1.75301
565.8	-1.45465	-1.75198
565.85	-1.45808	-1.75097
565.9	-1.46029	-1.75003
565.95	-1.4631	-1.7491
566	-1.46677	-1.74831
566.05	-1.44912	-1.74735
566.1	-1.47663	-1.74632
566.15	-1.44867	-1.74523
566.2	-1.46843	-1.74422
566.25	-1.44224	-1.74323
566.3	-1.45631	-1.74225
566.35	-1.4619	-1.74134
566.4	-1.46877	-1.74034
566.45	-1.46117	-1.73927
566.5	-1.45865	-1.73835
566.55	-1.46011	-1.73744
566.6	-1.46629	-1.7365
566.65	-1.48569	-1.73556
566.7	-1.47623	-1.73455
566.75	-1.4721	-1.7336
566.8	-1.48138	-1.73257
566.85	-1.46673	-1.73161
566.9	-1.46508	-1.73064
566.95	-1.47225	-1.7297
567	-1.455	-1.72876
567.05	-1.46642	-1.72784
567.1	-1.467	-1.72692
567.15	-1.4528	-1.726
567.2	-1.4626	-1.72502
567.25	-1.46672	-1.72411
567.3	-1.44742	-1.72326
567.35	-1.46814	-1.72234
567.4	-1.44708	-1.72137
567.45	-1.47107	-1.72045
567.5	-1.4674	-1.71953
567.55	-1.46157	-1.71863
567.6	-1.46561	-1.71765
567.65	-1.47432	-1.71672
567.7	-1.46296	-1.71578
567.75	-1.47187	-1.71484
567.8	-1.46189	-1.71397
567.85	-1.48111	-1.71291
567.9	-1.46875	-1.71196
567.95	-1.4699	-1.71109
568	-1.46768	-1.71012
568.05	-1.4513	-1.70913
568.1	-1.45997	-1.70815
568.15	-1.47494	-1.70722
568.2	-1.46324	-1.70631
568.25	-1.47233	-1.70532
568.3	-1.47308	-1.70442
568.35	-1.45868	-1.70353
568.4	-1.46492	-1.70256
568.45	-1.46016	-1.7015
568.5	-1.44664	-1.70065
568.55	-1.46695	-1.69974
568.6	-1.47678	-1.69878
568.65	-1.46487	-1.69776
568.7	-1.46059	-1.6968
568.75	-1.45719	-1.69587
568.8	-1.45871	-1.69503
568.85	-1.46471	-1.69416
568.9	-1.4707	-1.69328
568.95	-1.46966	-1.69233
569	-1.46948	-1.69141
569.05	-1.47946	-1.69051
569.1	-1.46849	-1.6896
569.15	-1.46536	-1.68863
569.2	-1.46265	-1.68779
569.25	-1.47003	-1.68689
569.3	-1.48112	-1.68596
569.35	-1.47797	-1.68502
569.4	-1.47011	-1.68414
569.45	-1.45206	-1.68317
569.5	-1.46675	-1.68223
569.55	-1.45793	-1.68138
569.6	-1.45464	-1.68045
569.65	-1.45631	-1.67958
569.7	-1.45823	-1.67864
569.75	-1.46232	-1.67772
569.8	-1.4477	-1.67694
569.85	-1.45643	-1.67603
569.9	-1.47011	-1.67522
569.95	-1.46927	-1.67425
570	-1.4657	-1.6734
570.05	-1.46656	-1.67246
570.1	-1.45005	-1.67151
570.15	-1.47324	-1.6706
570.2	-1.47205	-1.66963
570.25	-1.47532	-1.66868
570.3	-1.46648	-1.66782
570.35	-1.46986	-1.66693
570.4	-1.45531	-1.66601
570.45	-1.4603	-1.66509
570.5	-1.46385	-1.6641
570.55	-1.46598	-1.66323
570.6	-1.47217	-1.66228
570.65	-1.45997	-1.66138
570.7	-1.45785	-1.6605
570.75	-1.47672	-1.65978
570.8	-1.46966	-1.65886
570.85	-1.47459	-1.65804
570.9	-1.46364	-1.65719
570.95	-1.46441	-1.65635
571	-1.45264	-1.65543
571.05	-1.46043	-1.65449
571.1	-1.45069	-1.65356
571.15	-1.45298	-1.65265
571.2	-1.45878	-1.65177
571.25	-1.47095	-1.65091
571.3	-1.4654	-1.65002
571.35	-1.45637	-1.64924
571.4	-1.45759	-1.64837
571.45	-1.45587	-1.64753
571.5	-1.45151	-1.6467
571.55	-1.45218	-1.64574
571.6	-1.46362	-1.64485
571.65	-1.47204	-1.64399
571.7	-1.45035	-1.64309
571.75	-1.4526	-1.64225
571.8	-1.45376	-1.64138
571.85	-1.47586	-1.64054
571.9	-1.47317	-1.63963
571.95	-1.47842	-1.63876
572	-1.44858	-1.63783
572.05	-1.44855	-1.63709
572.1	-1.4717	-1.63622
572.15	-1.46785	-1.63527
572.2	-1.47094	-1.63446
572.25	-1.48724	-1.63355
572.3	-1.46085	-1.63268
572.35	-1.46927	-1.63178
572.4	-1.46296	-1.63095
572.45	-1.46992	-1.63015
572.5	-1.4635	-1.62938
572.55	-1.47092	-1.62854
572.6	-1.47518	-1.62768
572.65	-1.45157	-1.62685
572.7	-1.44869	-1.62592
572.75	-1.47159	-1.62514
572.8	-1.4888	-1.6244
572.85	-1.45408	-1.62357
572.9	-1.47049	-1.6227
572.95	-1.46513	-1.62185
573	-1.45451	-1.62092
573.05	-1.4583	-1.62008
573.1	-1.4739	-1.61922
573.15	-1.45018	-1.61846
573.2	-1.47111	-1.61753
573.25	-1.47156	-1.61658
573.3	-1.44058	-1.61569
573.35	-1.46117	-1.61478
573.4	-1.47284	-1.61393
573.45	-1.45375	-1.61307
573.5	-1.45673	-1.61214
573.55	-1.45461	-1.61133
573.6	-1.48062	-1.61055
573.65	-1.45023	-1.60967
573.7	-1.44877	-1.60886
573.75	-1.47046	-1.60812
573.8	-1.4587	-1.60723
573.85	-1.45368	-1.60635
573.9	-1.46454	-1.60545
573.95	-1.45137	-1.60459
574	-1.43696	-1.60379
574.05	-1.45697	-1.60293
574.1	-1.45677	-1.60216
574.15	-1.44089	-1.60128
574.2	-1.46524	-1.60048
574.25	-1.45161	-1.59968
574.3	-1.45649	-1.59879
574.35	-1.46549	-1.59792
574.4	-1.46809	-1.59705
574.45	-1.46851	-1.5962
574.5	-1.46276	-1.59541
574.55	-1.45953	-1.59452
574.6	-1.46209	-1.59362
574.65	-1.45474	-1.5928
574.7	-1.46755	-1.59196
574.75	-1.47923	-1.5911
574.8	-1.46798	-1.59026
574.85	-1.46716	-1.58937
574.9	-1.47628	-1.58854
574.95	-1.47014	-1.58766
575	-1.46349	-1.58695
575.05	-1.46179	-1.5862
575.1	-1.47067	-1.5854
575.15	-1.45684	-1.58464
575.2	-1.46178	-1.58388
575.25	-1.47348	-1.58303
575.3	-1.47155	-1.58222
575.35	-1.45812	-1.58142
575.4	-1.47127	-1.5806
575.45	-1.47647	-1.57974
575.5	-1.46604	-1.57895
575.55	-1.46462	-1.57811
575.6	-1.46792	-1.57728
575.65	-1.4813	-1.57636
575.7	-1.47141	-1.57556
575.75	-1.45875	-1.57475
575.8	-1.47211	-1.57395
575.85	-1.45054	-1.57314
575.9	-1.45158	-1.57241
575.95	-1.4682	-1.57157
576	-1.47289	-1.57076
576.05	-1.48111	-1.56987
576.1	-1.46258	-1.56915
576.15	-1.46292	-1.56837
576.2	-1.46816	-1.56745
576.25	-1.46684	-1.5666
576.3	-1.46652	-1.56567
576.35	-1.46304	-1.56485
576.4	-1.47007	-1.56396
576.45	-1.45579	-1.56309
576.5	-1.47388	-1.56231
576.55	-1.46574	-1.56149
576.6	-1.49005	-1.56068
576.65	-1.47483	-1.55985
576.7	-1.46846	-1.55909
576.75	-1.46098	-1.55817
576.8	-1.45887	-1.55736
576.85	-1.47334	-1.55658
576.9	-1.46793	-1.55581
576.95	-1.46095	-1.555
577	-1.46678	-1.55422
577.05	-1.45187	-1.55342
577.1	-1.45014	-1.55269
577.15	-1.45874	-1.55183
577.2	-1.46697	-1.55097
577.25	-1.46047	-1.55008
577.3	-1.47681	-1.54941
577.35	-1.47035	-1.54851
577.4	-1.4675	-1.54772
577.45	-1.45602	-1.54701
577.5	-1.46665	-1.54614
577.55	-1.47133	-1.54543
577.6	-1.45262	-1.54476
577.65	-1.45803	-1.54388
577.7	-1.45486	-1.54306
577.75	-1.45403	-1.54228
577.8	-1.45735	-1.54138
577.85	-1.47337	-1.5405
577.9	-1.46155	-1.53972
577.95	-1.46264	-1.53898
578	-1.45957	-1.53812
578.05	-1.46047	-1.5373
578.1	-1.46006	-1.53646
578.15	-1.48122	-1.53553
578.2	-1.46128	-1.53469
578.25	-1.46451	-1.5339
578.3	-1.46468	-1.53317
578.35	-1.46861	-1.53239
578.4	-1.45701	-1.5317
578.45	-1.46394	-1.53091
578.5	-1.45546	-1.53017
578.55	-1.45775	-1.52928
578.6	-1.45596	-1.52848
578.65	-1.48834	-1.52774
578.7	-1.46424	-1.52685
578.75	-1.46791	-1.52603
578.8	-1.47772	-1.52519
578.85	-1.47186	-1.52436
578.9	-1.46216	-1.52349
578.95	-1.47248	-1.52267
579	-1.48424	-1.52187
579.05	-1.46108	-1.52104
579.1	-1.46451	-1.52032
579.15	-1.46944	-1.5195
579.2	-1.46427	-1.51866
579.25	-1.47346	-1.51788
579.3	-1.45977	-1.51702
579.35	-1.46296	-1.51618
579.4	-1.47021	-1.51541
579.45	-1.4638	-1.51452
579.5	-1.45832	-1.51367
579.55	-1.46093	-1.51288
579.6	-1.47345	-1.51201
579.65	-1.46499	-1.51121
579.7	-1.47576	-1.51034
579.75	-1.4702	-1.5096
579.8	-1.46562	-1.50879
579.85	-1.46064	-1.50799
579.9	-1.46741	-1.50716
579.95	-1.46409	-1.50639
580	-1.47152	-1.50556
580.05	-1.47173	-1.50477
580.1	-1.45382	-1.50401
580.15	-1.46625	-1.50321
580.2	-1.48009	-1.50242
580.25	-1.45918	-1.5015
580.3	-1.465	-1.50072
580.35	-1.45807	-1.49999
580.4	-1.47914	-1.49917
580.45	-1.47312	-1.49829
580.5	-1.46625	-1.49746
580.55	-1.47803	-1.49665
580.6	-1.46172	-1.49578
580.65	-1.46589	-1.49499
580.7	-1.46606	-1.49416
580.75	-1.45344	-1.49325
580.8	-1.44586	-1.49237
580.85	-1.45223	-1.49151
580.9	-1.46503	-1.49063
580.95	-1.46235	-1.48989
581	-1.46934	-1.48905
581.05	-1.43742	-1.48825
581.1	-1.45772	-1.48739
581.15	-1.46022	-1.48667
581.2	-1.46992	-1.48588
581.25	-1.45179	-1.48506
581.3	-1.46889	-1.48428
581.35	-1.45424	-1.48347
581.4	-1.45818	-1.48261
581.45	-1.47098	-1.48175
581.5	-1.4435	-1.481
581.55	-1.45059	-1.48015
581.6	-1.47373	-1.47929
581.65	-1.45894	-1.47845
581.7	-1.46638	-1.47755
581.75	-1.45079	-1.47675
581.8	-1.4542	-1.47592
581.85	-1.46552	-1.47508
581.9	-1.45025	-1.47425
581.95	-1.44922	-1.47345
582	-1.45001	-1.47268
582.05	-1.46633	-1.47188
582.1	-1.47308	-1.47104
582.15	-1.47	-1.47017
582.2	-1.46561	-1.46936
582.25	-1.465	-1.46863
582.3	-1.45795	-1.46771
582.35	-1.46185	-1.46686
582.4	-1.44472	-1.4661
582.45	-1.44686	-1.46524
582.5	-1.44363	-1.46433
582.55	-1.45766	-1.46356
582.6	-1.45555	-1.46271
582.65	-1.47311	-1.46192
582.7	-1.45867	-1.46117
582.75	-1.46316	-1.46033
582.8	-1.45064	-1.4596
582.85	-1.4661	-1.45872
582.9	-1.46323	-1.45793
582.95	-1.47362	-1.45707
583	-1.46265	-1.45621
583.05	-1.44926	-1.45548
583.1	-1.47029	-1.45462
583.15	-1.45281	-1.45376
583.2	-1.46191	-1.45287
583.25	-1.45919	-1.45209
583.3	-1.46898	-1.45122
583.35	-1.46237	-1.45036
583.4	-1.46139	-1.44955
583.45	-1.46305	-1.44864
583.5	-1.48277	-1.44772
583.55	-1.46749	-1.44678
583.6	-1.45345	-1.44581
583.65	-1.45751	-1.44508
583.7	-1.46488	-1.4443
583.75	-1.45746	-1.44347
583.8	-1.4613	-1.44265
583.85	-1.46141	-1.44177
583.9	-1.4618	-1.44089
583.95	-1.46178	-1.44008
584	-1.46705	-1.43919
584.05	-1.46716	-1.43836
584.1	-1.45346	-1.43748
584.15	-1.4572	-1.43665
584.2	-1.46591	-1.43577
584.25	-1.46502	-1.43495
584.3	-1.45852	-1.43404
584.35	-1.4511	-1.43319
584.4	-1.45832	-1.43231
584.45	-1.48471	-1.43144
584.5	-1.46462	-1.43052
584.55	-1.46917	-1.42961
584.6	-1.48027	-1.42886
584.65	-1.46635	-1.42792
584.7	-1.47051	-1.42709
584.75	-1.46498	-1.42618
584.8	-1.46434	-1.42521
584.85	-1.46225	-1.42422
584.9	-1.46614	-1.42335
584.95	-1.44838	-1.42238
585	-1.48227	-1.42149
585.05	-1.46378	-1.4206
585.1	-1.4615	-1.41973
585.15	-1.46866	-1.4188
585.2	-1.45131	-1.41789
585.25	-1.45515	-1.41703
585.3	-1.47275	-1.41615
585.35	-1.48413	-1.41533
585.4	-1.45825	-1.41445
585.45	-1.45492	-1.41344
585.5	-1.46726	-1.41256
585.55	-1.45544	-1.41162
585.6	-1.46656	-1.41076
585.65	-1.46036	-1.40993
585.7	-1.43801	-1.40904
585.75	-1.46713	-1.40819
585.8	-1.45085	-1.40732
585.85	-1.44576	-1.4064
585.9	-1.47059	-1.40547
585.95	-1.46918	-1.40464
586	-1.44141	-1.40375
586.05	-1.46519	-1.40278
586.1	-1.45706	-1.40192
586.15	-1.45321	-1.40095
586.2	-1.45451	-1.40003
586.25	-1.44957	-1.39911
586.3	-1.45432	-1.39821
586.35	-1.45024	-1.39719
586.4	-1.46564	-1.39633
586.45	-1.4706	-1.3955
586.5	-1.46207	-1.3946
586.55	-1.46663	-1.39377
586.6	-1.46984	-1.39294
586.65	-1.4513	-1.39194
586.7	-1.46519	-1.39092
586.75	-1.4598	-1.39002
586.8	-1.46565	-1.38901
586.85	-1.47325	-1.38796
586.9	-1.45092	-1.38698
586.95	-1.46902	-1.38603
587	-1.45702	-1.38511
587.05	-1.45858	-1.38418
587.1	-1.45657	-1.38324
587.15	-1.4413	-1.38229
587.2	-1.45143	-1.38136
587.25	-1.45112	-1.38048
587.3	-1.45733	-1.37953
587.35	-1.45812	-1.37859
587.4	-1.4498	-1.37768
587.45	-1.4605	-1.37671
587.5	-1.44884	-1.37581
587.55	-1.44827	-1.37494
587.6	-1.45021	-1.37403
587.65	-1.45213	-1.37303
587.7	-1.46239	-1.372
587.75	-1.46677	-1.37117
587.8	-1.47502	-1.37018
587.85	-1.46568	-1.36925
587.9	-1.46341	-1.3683
587.95	-1.45372	-1.36731
588	-1.45383	-1.36632
588.05	-1.46028	-1.36541
588.1	-1.43866	-1.36438
588.15	-1.44777	-1.36344
588.2	-1.46008	-1.36251
588.25	-1.45262	-1.3616
588.3	-1.46289	-1.36075
588.35	-1.45858	-1.35976
588.4	-1.45237	-1.35871
588.45	-1.44103	-1.35776
588.5	-1.45816	-1.3568
588.55	-1.45645	-1.35586
588.6	-1.44687	-1.35487
588.65	-1.45669	-1.35388
588.7	-1.45343	-1.35291
588.75	-1.47175	-1.35206
588.8	-1.46261	-1.35112
588.85	-1.44758	-1.35014
588.9	-1.46483	-1.34913
588.95	-1.45278	-1.34812
589	-1.47186	-1.34716
589.05	-1.46242	-1.34613
589.1	-1.46001	-1.34517
589.15	-1.46276	-1.3442
589.2	-1.45689	-1.34321
589.25	-1.4694	-1.34217
589.3	-1.45382	-1.34118
589.35	-1.46513	-1.34025
589.4	-1.47645	-1.33925
589.45	-1.4627	-1.33826
589.5	-1.44242	-1.33723
589.55	-1.46149	-1.33635
589.6	-1.47677	-1.33526
589.65	-1.47148	-1.33426
589.7	-1.46716	-1.33334
589.75	-1.4471	-1.33233
589.8	-1.45535	-1.33139
589.85	-1.46474	-1.33039
589.9	-1.46336	-1.32937
589.95	-1.45386	-1.32838
590	-1.45837	-1.32729
590.05	-1.46606	-1.32624
590.1	-1.47793	-1.32519
590.15	-1.46134	-1.32419
590.2	-1.45703	-1.3231
590.25	-1.46788	-1.32212
590.3	-1.44783	-1.32102
590.35	-1.45643	-1.31997
590.4	-1.46355	-1.31897
590.45	-1.43982	-1.31786
590.5	-1.46929	-1.31678
590.55	-1.46233	-1.31578
590.6	-1.47082	-1.31468
590.65	-1.44625	-1.31357
590.7	-1.48103	-1.31257
590.75	-1.44849	-1.31153
590.8	-1.46092	-1.31053
590.85	-1.46211	-1.30956
590.9	-1.46654	-1.30849
590.95	-1.45492	-1.30737
591	-1.46502	-1.30628
591.05	-1.4414	-1.30529
591.1	-1.46536	-1.3042
591.15	-1.46725	-1.30322
591.2	-1.4487	-1.30217
591.25	-1.4582	-1.30111
591.3	-1.45989	-1.30003
591.35	-1.46574	-1.29891
591.4	-1.47316	-1.29777
591.45	-1.45569	-1.29662
591.5	-1.45212	-1.29558
591.55	-1.45022	-1.29436
591.6	-1.45728	-1.29333
591.65	-1.47737	-1.29222
591.7	-1.46928	-1.29111
591.75	-1.45093	-1.29003
591.8	-1.44469	-1.28887
591.85	-1.44987	-1.28771
591.9	-1.45111	-1.28654
591.95	-1.44645	-1.28546
592	-1.45821	-1.28437
592.05	-1.46687	-1.28325
592.1	-1.47359	-1.28222
592.15	-1.46358	-1.28111
592.2	-1.47108	-1.27998
592.25	-1.45522	-1.27879
592.3	-1.46074	-1.27765
592.35	-1.43389	-1.27644
592.4	-1.43457	-1.27531
592.45	-1.4404	-1.27427
592.5	-1.45653	-1.27311
592.55	-1.45493	-1.27201
592.6	-1.44217	-1.27084
592.65	-1.44834	-1.26963
592.7	-1.46412	-1.26852
592.75	-1.45305	-1.26735
592.8	-1.4539	-1.26617
592.85	-1.45073	-1.26501
592.9	-1.45955	-1.26386
592.95	-1.45547	-1.26268
593	-1.44647	-1.26145
593.05	-1.44128	-1.26024
593.1	-1.44336	-1.25913
593.15	-1.45028	-1.25802
593.2	-1.47051	-1.25679
593.25	-1.44819	-1.25555
593.3	-1.45385	-1.25433
593.35	-1.45922	-1.25312
593.4	-1.43794	-1.25187
593.45	-1.44984	-1.25068
593.5	-1.45492	-1.24944
593.55	-1.45238	-1.24823
593.6	-1.44025	-1.24702
593.65	-1.4553	-1.2459
593.7	-1.45495	-1.24463
593.75	-1.44807	-1.24339
593.8	-1.44501	-1.2421
593.85	-1.45262	-1.24089
593.9	-1.44107	-1.23966
593.95	-1.44785	-1.23842
594	-1.4371	-1.23712
594.05	-1.4558	-1.23579
594.1	-1.45457	-1.23447
594.15	-1.45272	-1.23331
594.2	-1.45309	-1.2321
594.25	-1.44011	-1.23091
594.3	-1.45794	-1.22962
594.35	-1.45724	-1.22833
594.4	-1.44869	-1.22715
594.45	-1.45814	-1.22587
594.5	-1.45812	-1.2246
594.55	-1.46861	-1.2233
594.6	-1.44933	-1.22196
594.65	-1.45622	-1.22065
594.7	-1.45836	-1.21932
594.75	-1.44522	-1.21794
594.8	-1.44142	-1.21654
594.85	-1.4581	-1.21517
594.9	-1.47345	-1.21378
594.95	-1.46774	-1.21242
595	-1.45577	-1.21096
595.05	-1.45671	-1.20956
595.1	-1.4567	-1.20824
595.15	-1.44955	-1.20679
595.2	-1.46081	-1.20532
595.25	-1.44883	-1.20387
595.3	-1.45796	-1.20252
595.35	-1.44529	-1.20115
595.4	-1.45324	-1.19978
595.45	-1.45796	-1.19828
595.5	-1.45378	-1.19678
595.55	-1.44875	-1.19544
595.6	-1.46391	-1.19395
595.65	-1.45408	-1.19258
595.7	-1.47198	-1.19106
595.75	-1.46662	-1.18956
595.8	-1.43955	-1.18804
595.85	-1.45109	-1.18657
595.9	-1.4565	-1.18494
595.95	-1.46322	-1.18353
596	-1.433	-1.18213
596.05	-1.46016	-1.1806
596.1	-1.45117	-1.17918
596.15	-1.46418	-1.1776
596.2	-1.45728	-1.17608
596.25	-1.45076	-1.17455
596.3	-1.45706	-1.17303
596.35	-1.45546	-1.17145
596.4	-1.45011	-1.17001
596.45	-1.45083	-1.16844
596.5	-1.4295	-1.16692
596.55	-1.45923	-1.16533
596.6	-1.45348	-1.16369
596.65	-1.46153	-1.16211
596.7	-1.43727	-1.16055
596.75	-1.46437	-1.15904
596.8	-1.46779	-1.15751
596.85	-1.44812	-1.1559
596.9	-1.44961	-1.15434
596.95	-1.45739	-1.15267
597	-1.45243	-1.15114
597.05	-1.45888	-1.1495
597.1	-1.45574	-1.14777
597.15	-1.45712	-1.14614
597.2	-1.45702	-1.14447
597.25	-1.46257	-1.14282
597.3	-1.44886	-1.1411
597.35	-1.46689	-1.13948
597.4	-1.44743	-1.13778
597.45	-1.46402	-1.13607
597.5	-1.45507	-1.13429
597.55	-1.44386	-1.13256
597.6	-1.45582	-1.13079
597.65	-1.44901	-1.12911
597.7	-1.43759	-1.12749
597.75	-1.45044	-1.12582
597.8	-1.44647	-1.12397
597.85	-1.44877	-1.12212
597.9	-1.451	-1.12036
597.95	-1.43923	-1.11865
598	-1.45615	-1.1167
598.05	-1.44052	-1.11499
598.1	-1.45205	-1.11313
598.15	-1.4473	-1.11125
598.2	-1.43012	-1.10943
598.25	-1.44169	-1.1076
598.3	-1.42353	-1.10561
598.35	-1.45468	-1.10379
598.4	-1.44435	-1.10183
598.45	-1.45482	-1.09997
598.5	-1.44663	-1.09817
598.55	-1.45576	-1.09633
598.6	-1.44436	-1.09443
598.65	-1.44493	-1.09249
598.7	-1.44167	-1.0906
598.75	-1.45891	-1.0887
598.8	-1.45838	-1.0868
598.85	-1.47615	-1.08478
598.9	-1.44923	-1.08279
598.95	-1.45841	-1.08084
599	-1.4487	-1.0789
599.05	-1.45486	-1.07688
599.1	-1.44001	-1.07486
599.15	-1.45745	-1.07284
599.2	-1.45258	-1.0708
599.25	-1.44772	-1.0688
599.3	-1.45122	-1.0667
599.35	-1.47118	-1.06448
599.4	-1.44729	-1.06242
599.45	-1.44937	-1.06026
599.5	-1.45376	-1.05824
599.55	-1.45069	-1.0561
599.6	-1.44972	-1.05384
599.65	-1.46462	-1.05182
599.7	-1.45333	-1.04955
599.75	-1.44594	-1.04741
599.8	-1.44645	-1.04523
599.85	-1.44613	-1.04303
599.9	-1.44442	-1.04083
599.95	-1.45012	-1.03855
600	-1.46338	-1.03632
600.05	-1.46786	-1.03405
600.1	-1.4529	-1.03179
600.15	-1.44504	-1.0295
600.2	-1.44623	-1.02721
600.25	-1.43776	-1.02481
600.3	-1.44235	-1.02244
600.35	-1.42458	-1.02004
600.4	-1.46514	-1.0177
600.45	-1.44381	-1.01535
600.5	-1.44099	-1.01287
600.55	-1.45318	-1.01042
600.6	-1.43986	-1.00787
600.65	-1.41994	-1.00548
600.7	-1.45061	-1.00305
600.75	-1.4409	-1.0005
600.8	-1.46041	-0.997961
600.85	-1.44033	-0.995506
600.9	-1.44001	-0.992958
600.95	-1.45046	-0.990401
601	-1.4463	-0.98774
601.05	-1.44877	-0.985132
601.1	-1.45497	-0.9825
601.15	-1.43842	-0.979823
601.2	-1.44993	-0.977158
601.25	-1.44796	-0.974428
601.3	-1.43964	-0.971623
601.35	-1.46083	-0.968847
601.4	-1.45732	-0.966052
601.45	-1.44114	-0.963186
601.5	-1.44637	-0.960357
601.55	-1.44656	-0.957488
601.6	-1.43162	-0.954594
601.65	-1.43774	-0.951616
601.7	-1.45765	-0.948684
601.75	-1.44875	-0.945749
601.8	-1.45917	-0.942819
601.85	-1.4308	-0.939789
601.9	-1.44392	-0.936729
601.95	-1.45797	-0.933602
602	-1.43696	-0.930445
602.05	-1.46125	-0.927278
602.1	-1.44984	-0.924122
602.15	-1.44562	-0.920861
602.2	-1.42366	-0.917564
602.25	-1.43892	-0.914295
602.3	-1.43524	-0.911122
602.35	-1.4478	-0.907719
602.4	-1.44722	-0.904399
602.45	-1.43341	-0.900996
602.5	-1.42269	-0.897627
602.55	-1.43578	-0.894216
602.6	-1.4458	-0.890922
602.65	-1.45175	-0.88746
602.7	-1.4473	-0.883909
602.75	-1.42811	-0.880389
602.8	-1.42821	-0.876752
602.85	-1.46551	-0.873164
602.9	-1.45099	-0.869441
602.95	-1.45699	-0.865655
603	-1.44856	-0.861824
603.05	-1.42992	-0.858042
603.1	-1.43692	-0.854119
603.15	-1.4525	-0.85022
603.2	-1.45273	-0.846233
603.25	-1.44443	-0.842327
603.3	-1.44065	-0.83827
603.35	-1.45123	-0.83426
