# t(ms)	mean_x1	mean_x2
100.4	-1.38329	-2.04133
100.45	-1.37962	-2.04558
100.5	-1.38123	-2.04978
100.55	-1.3975	-2.05385
100.6	-1.3934	-2.05779
100.65	-1.40366	-2.06168
100.7	-1.38495	-2.0655
100.75	-1.37537	-2.06937
100.8	-1.3922	-2.07312
100.85	-1.3894	-2.07676
100.9	-1.40378	-2.08034
100.95	-1.4073	-2.08386
101	-1.39064	-2.08733
101.05	-1.4079	-2.09079
101.1	-1.40214	-2.09417
101.15	-1.41342	-2.09738
101.2	-1.41345	-2.10066
101.25	-1.40963	-2.10382
101.3	-1.41304	-2.10699
101.35	-1.41233	-2.11012
101.4	-1.41539	-2.11323
101.45	-1.41365	-2.11632
101.5	-1.43144	-2.11918
101.55	-1.40005	-2.12211
101.6	-1.42343	-2.12497
101.65	-1.4099	-2.1277
101.7	-1.41581	-2.13051
101.75	-1.41327	-2.13326
101.8	-1.41565	-2.13585
101.85	-1.43088	-2.13843
101.9	-1.41161	-2.14102
101.95	-1.42697	-2.14348
102	-1.41599	-2.14595
102.05	-1.41529	-2.14824
102.1	-1.43536	-2.15058
102.15	-1.43955	-2.15287
102.2	-1.42957	-2.15517
102.25	-1.44779	-2.15746
102.3	-1.44119	-2.15963
102.35	-1.43408	-2.16181
102.4	-1.4287	-2.16392
102.45	-1.44037	-2.16601
102.5	-1.44938	-2.16802
102.55	-1.4275	-2.17002
102.6	-1.44244	-2.17204
102.65	-1.4446	-2.17392
102.7	-1.44772	-2.17577
102.75	-1.4269	-2.17755
102.8	-1.45613	-2.17937
102.85	-1.45947	-2.18105
102.9	-1.45005	-2.18286
102.95	-1.46713	-2.18444
103	-1.4363	-2.18601
103.05	-1.45076	-2.18765
103.1	-1.45275	-2.18925
103.15	-1.45579	-2.19072
103.2	-1.47331	-2.19213
103.25	-1.4335	-2.19366
103.3	-1.44694	-2.19518
103.35	-1.45485	-2.19661
103.4	-1.45659	-2.19796
103.45	-1.4446	-2.19919
103.5	-1.46321	-2.20057
103.55	-1.47184	-2.20184
103.6	-1.46346	-2.20305
103.65	-1.46081	-2.2043
103.7	-1.47123	-2.20555
103.75	-1.47662	-2.20661
103.8	-1.47321	-2.20768
103.85	-1.46329	-2.20872
103.9	-1.47726	-2.20968
103.95	-1.47117	-2.21067
104	-1.46992	-2.21173
104.05	-1.48159	-2.21273
104.1	-1.46897	-2.21366
104.15	-1.47376	-2.2145
104.2	-1.4764	-2.21541
104.25	-1.46228	-2.21636
104.3	-1.47491	-2.21716
104.35	-1.48764	-2.21792
104.4	-1.46808	-2.21863
104.45	-1.46561	-2.21934
104.5	-1.475	-2.22014
104.55	-1.48638	-2.22088
104.6	-1.4656	-2.22156
104.65	-1.48762	-2.22216
104.7	-1.48532	-2.22278
104.75	-1.4917	-2.22343
104.8	-1.46628	-2.22405
104.85	-1.49011	-2.22461
104.9	-1.49277	-2.22509
104.95	-1.48914	-2.22554
105	-1.5056	-2.22606
105.05	-1.4812	-2.22652
105.1	-1.49408	-2.22695
105.15	-1.48181	-2.22743
105.2	-1.48171	-2.22779
105.25	-1.48635	-2.22819
105.3	-1.48975	-2.22868
105.35	-1.49428	-2.22898
105.4	-1.49649	-2.22922
105.45	-1.50668	-2.22956
105.5	-1.48246	-2.22988
105.55	-1.49866	-2.2301
105.6	-1.49041	-2.23036
105.65	-1.50178	-2.23057
105.7	-1.51838	-2.23084
105.75	-1.51333	-2.23104
105.8	-1.51026	-2.23123
105.85	-1.50826	-2.2313
105.9	-1.49884	-2.2314
105.95	-1.51679	-2.23157
106	-1.51398	-2.23172
106.05	-1.52169	-2.23176
106.1	-1.51388	-2.23191
106.15	-1.50657	-2.23204
106.2	-1.52913	-2.23217
106.25	-1.51437	-2.2322
106.3	-1.52686	-2.23218
106.35	-1.52264	-2.23233
106.4	-1.50786	-2.2323
106.45	-1.51517	-2.23225
106.5	-1.51791	-2.23217
106.55	-1.52132	-2.23214
106.6	-1.5154	-2.23215
106.65	-1.51688	-2.23216
106.7	-1.52818	-2.2321
106.75	-1.52762	-2.23201
106.8	-1.52081	-2.23179
106.85	-1.53458	-2.23166
106.9	-1.51816	-2.23163
106.95	-1.53045	-2.2315
107	-1.53618	-2.23137
107.05	-1.52723	-2.23135
107.1	-1.53644	-2.23121
107.15	-1.543	-2.23104
107.2	-1.52623	-2.23086
107.25	-1.52012	-2.23063
107.3	-1.53275	-2.2304
107.35	-1.54961	-2.23018
107.4	-1.53831	-2.22994
107.45	-1.52872	-2.2296
107.5	-1.54567	-2.22931
107.55	-1.52091	-2.22901
107.6	-1.54091	-2.22867
107.65	-1.5344	-2.22828
107.7	-1.55012	-2.22799
107.75	-1.53332	-2.22761
107.8	-1.54489	-2.22716
107.85	-1.5339	-2.22698
107.9	-1.54774	-2.22668
107.95	-1.54901	-2.2264
108	-1.54019	-2.22609
108.05	-1.5479	-2.22571
108.1	-1.54764	-2.22532
108.15	-1.54927	-2.22497
108.2	-1.56332	-2.22455
108.25	-1.55079	-2.22414
108.3	-1.55414	-2.22366
108.35	-1.5538	-2.22328
108.4	-1.54097	-2.22285
108.45	-1.55073	-2.22243
108.5	-1.5553	-2.22188
108.55	-1.54862	-2.22136
108.6	-1.55693	-2.22083
108.65	-1.55849	-2.22038
108.7	-1.54938	-2.21989
108.75	-1.55704	-2.21942
108.8	-1.56414	-2.21898
108.85	-1.54338	-2.2184
108.9	-1.55303	-2.21801
108.95	-1.5596	-2.21749
109	-1.55753	-2.21694
109.05	-1.56437	-2.21638
109.1	-1.55271	-2.21588
109.15	-1.55914	-2.21529
109.2	-1.5515	-2.21473
109.25	-1.56327	-2.21413
109.3	-1.55178	-2.21361
109.35	-1.56357	-2.21295
109.4	-1.58881	-2.21237
109.45	-1.57213	-2.21178
109.5	-1.5609	-2.21119
109.55	-1.56744	-2.21057
109.6	-1.55583	-2.20996
109.65	-1.58574	-2.20931
109.7	-1.56834	-2.2087
109.75	-1.55984	-2.20813
109.8	-1.56266	-2.20755
109.85	-1.56146	-2.20692
109.9	-1.58511	-2.2063
109.95	-1.57496	-2.2057
110	-1.59052	-2.20507
110.05	-1.57476	-2.20442
110.1	-1.56309	-2.20372
110.15	-1.56495	-2.20305
110.2	-1.58018	-2.20247
110.25	-1.56307	-2.20181
110.3	-1.57851	-2.20113
110.35	-1.58353	-2.20035
110.4	-1.58393	-2.19966
110.45	-1.5733	-2.19905
110.5	-1.57474	-2.19843
110.55	-1.56562	-2.19774
110.6	-1.56714	-2.19704
110.65	-1.58087	-2.19634
110.7	-1.58279	-2.19556
110.75	-1.57487	-2.19488
110.8	-1.58382	-2.19414
110.85	-1.58467	-2.19338
110.9	-1.58329	-2.19259
110.95	-1.58991	-2.19186
111	-1.57903	-2.19109
111.05	-1.60183	-2.19023
111.1	-1.59824	-2.18947
111.15	-1.59482	-2.18874
111.2	-1.6015	-2.18801
111.25	-1.59543	-2.18728
111.3	-1.57685	-2.18646
111.35	-1.60071	-2.18568
111.4	-1.59501	-2.18484
111.45	-1.57721	-2.18414
111.5	-1.59062	-2.18339
111.55	-1.60079	-2.18258
111.6	-1.5955	-2.18186
111.65	-1.58433	-2.18109
111.7	-1.57773	-2.18033
111.75	-1.59227	-2.17967
111.8	-1.61025	-2.17885
111.85	-1.60198	-2.178
111.9	-1.59983	-2.17728
111.95	-1.59102	-2.17649
112	-1.591	-2.17573
112.05	-1.61001	-2.175
112.1	-1.58905	-2.17418
112.15	-1.58894	-2.17336
112.2	-1.61208	-2.17262
112.25	-1.6065	-2.17185
112.3	-1.61336	-2.17098
112.35	-1.60329	-2.17014
112.4	-1.61212	-2.16934
112.45	-1.60015	-2.16855
112.5	-1.59135	-2.16781
112.55	-1.60829	-2.16695
112.6	-1.59893	-2.16615
112.65	-1.60269	-2.16528
112.7	-1.60081	-2.16448
112.75	-1.5963	-2.16357
112.8	-1.60372	-2.16289
112.85	-1.59962	-2.16203
112.9	-1.6059	-2.16113
112.95	-1.61507	-2.16024
113	-1.60093	-2.15943
113.05	-1.58875	-2.15862
113.1	-1.62018	-2.15777
113.15	-1.60386	-2.15693
113.2	-1.61337	-2.15606
113.25	-1.6061	-2.1552
113.3	-1.61756	-2.15425
113.35	-1.62626	-2.15331
113.4	-1.60082	-2.1526
113.45	-1.62062	-2.15162
113.5	-1.61713	-2.15073
113.55	-1.61884	-2.14985
113.6	-1.60543	-2.149
113.65	-1.62363	-2.1482
113.7	-1.60642	-2.14737
113.75	-1.62045	-2.14647
113.8	-1.6042	-2.1456
113.85	-1.6177	-2.14473
113.9	-1.61353	-2.14385
113.95	-1.62076	-2.14289
114	-1.61588	-2.14205
114.05	-1.61962	-2.14126
114.1	-1.607	-2.14039
114.15	-1.61694	-2.13953
114.2	-1.60268	-2.13867
114.25	-1.62636	-2.13783
114.3	-1.60259	-2.13689
114.35	-1.61348	-2.136
114.4	-1.63182	-2.13512
114.45	-1.60451	-2.13424
114.5	-1.61533	-2.13349
114.55	-1.61903	-2.13262
114.6	-1.61894	-2.1317
114.65	-1.62244	-2.13081
114.7	-1.60492	-2.12996
114.75	-1.60922	-2.129
114.8	-1.61904	-2.12809
114.85	-1.62024	-2.12719
114.9	-1.64745	-2.12631
114.95	-1.6253	-2.12547
115	-1.62626	-2.12456
115.05	-1.6242	-2.12367
115.1	-1.63594	-2.12283
115.15	-1.62698	-2.12191
115.2	-1.6231	-2.12106
115.25	-1.63842	-2.1201
115.3	-1.63065	-2.11926
115.35	-1.62264	-2.11835
115.4	-1.62089	-2.11755
115.45	-1.62499	-2.11669
115.5	-1.64368	-2.11575
115.55	-1.61639	-2.11489
115.6	-1.63835	-2.11396
115.65	-1.63317	-2.11314
115.7	-1.63604	-2.11222
115.75	-1.62401	-2.11135
115.8	-1.63526	-2.11044
115.85	-1.63043	-2.10955
115.9	-1.6238	-2.10866
115.95	-1.63393	-2.10788
116	-1.63769	-2.10693
116.05	-1.63576	-2.10613
116.1	-1.63272	-2.10524
116.15	-1.62387	-2.10443
116.2	-1.6274	-2.10357
116.25	-1.65421	-2.10266
116.3	-1.64268	-2.10176
116.35	-1.63704	-2.10086
116.4	-1.62529	-2.09986
116.45	-1.63132	-2.0991
116.5	-1.63371	-2.09827
116.55	-1.62639	-2.09731
116.6	-1.62803	-2.09645
116.65	-1.64331	-2.09556
116.7	-1.63476	-2.09474
116.75	-1.63554	-2.09383
116.8	-1.63633	-2.09295
116.85	-1.64969	-2.09209
116.9	-1.63609	-2.09119
116.95	-1.63808	-2.0904
117	-1.62758	-2.08951
117.05	-1.6324	-2.08874
117.1	-1.64625	-2.08783
117.15	-1.61767	-2.08713
117.2	-1.64202	-2.08631
117.25	-1.62737	-2.0855
117.3	-1.6554	-2.08463
117.35	-1.6421	-2.08381
117.4	-1.64356	-2.08292
117.45	-1.62039	-2.0821
117.5	-1.6359	-2.08136
117.55	-1.64634	-2.08059
117.6	-1.64505	-2.07979
117.65	-1.65094	-2.0789
117.7	-1.65333	-2.07804
117.75	-1.63689	-2.07728
117.8	-1.63769	-2.07655
117.85	-1.63433	-2.07569
117.9	-1.63748	-2.07475
117.95	-1.62751	-2.0739
118	-1.64351	-2.07296
118.05	-1.64382	-2.0721
118.1	-1.64656	-2.07113
118.15	-1.64734	-2.07034
118.2	-1.65009	-2.06931
118.25	-1.643	-2.06835
118.3	-1.65777	-2.06747
118.35	-1.6568	-2.06667
118.4	-1.66038	-2.06588
118.45	-1.64005	-2.06508
118.5	-1.6618	-2.06414
118.55	-1.63389	-2.0633
118.6	-1.64036	-2.06247
118.65	-1.64804	-2.06165
118.7	-1.63658	-2.06074
118.75	-1.6286	-2.05987
118.8	-1.65028	-2.05908
118.85	-1.64472	-2.05824
118.9	-1.64473	-2.05734
118.95	-1.65135	-2.05653
119	-1.62369	-2.05576
119.05	-1.64267	-2.05494
119.1	-1.63053	-2.0541
119.15	-1.64761	-2.05326
119.2	-1.63952	-2.05256
119.25	-1.64161	-2.05177
119.3	-1.63361	-2.05101
119.35	-1.64775	-2.05027
119.4	-1.66451	-2.04936
119.45	-1.65915	-2.0486
119.5	-1.65809	-2.04776
119.55	-1.63686	-2.04694
119.6	-1.62949	-2.04601
119.65	-1.65306	-2.04529
119.7	-1.65241	-2.04449
119.75	-1.64934	-2.04375
119.8	-1.6512	-2.04299
119.85	-1.66255	-2.0421
119.9	-1.64457	-2.04135
119.95	-1.65906	-2.0405
120	-1.64883	-2.03969
120.05	-1.66144	-2.0389
120.1	-1.65902	-2.03809
120.15	-1.65996	-2.0372
120.2	-1.65476	-2.03634
120.25	-1.66068	-2.03549
120.3	-1.65071	-2.0347
120.35	-1.65122	-2.03401
120.4	-1.65939	-2.03321
120.45	-1.65006	-2.03243
120.5	-1.65865	-2.03156
120.55	-1.65389	-2.03078
120.6	-1.65533	-2.02991
120.65	-1.64183	-2.02911
120.7	-1.65379	-2.02826
120.75	-1.63518	-2.02755
120.8	-1.64702	-2.02673
120.85	-1.64741	-2.02598
120.9	-1.65104	-2.02519
120.95	-1.65793	-2.02432
121	-1.66592	-2.0235
121.05	-1.65645	-2.02268
121.1	-1.65613	-2.02188
121.15	-1.64909	-2.02113
121.2	-1.64679	-2.02038
121.25	-1.65466	-2.01956
121.3	-1.65137	-2.01881
121.35	-1.66252	-2.01805
121.4	-1.65329	-2.0173
121.45	-1.65104	-2.0166
121.5	-1.64571	-2.01588
121.55	-1.6588	-2.01517
121.6	-1.6583	-2.01441
121.65	-1.66003	-2.01363
121.7	-1.64417	-2.01282
121.75	-1.64821	-2.01196
121.8	-1.65292	-2.01124
121.85	-1.64717	-2.01048
121.9	-1.65875	-2.00972
121.95	-1.65659	-2.00893
122	-1.63542	-2.00809
122.05	-1.64484	-2.00726
122.1	-1.64695	-2.00651
122.15	-1.64358	-2.00579
122.2	-1.6417	-2.00502
122.25	-1.6401	-2.00421
122.3	-1.66689	-2.00358
122.35	-1.65685	-2.00282
122.4	-1.64698	-2.00205
122.45	-1.65509	-2.00135
122.5	-1.65609	-2.00059
122.55	-1.64833	-1.99989
122.6	-1.64644	-1.99912
122.65	-1.64304	-1.99832
122.7	-1.66892	-1.99764
122.75	-1.64955	-1.99694
122.8	-1.66275	-1.99619
122.85	-1.66375	-1.99535
122.9	-1.65558	-1.99453
122.95	-1.64592	-1.9939
123	-1.63271	-1.99307
123.05	-1.66429	-1.99223
123.1	-1.65708	-1.9916
123.15	-1.64572	-1.99086
123.2	-1.64474	-1.99016
123.25	-1.65534	-1.98945
123.3	-1.65718	-1.98865
123.35	-1.66019	-1.98797
123.4	-1.67324	-1.98725
123.45	-1.65082	-1.98661
123.5	-1.66955	-1.98579
123.55	-1.64706	-1.98508
123.6	-1.6594	-1.98439
123.65	-1.65792	-1.98363
123.7	-1.64156	-1.98293
123.75	-1.67198	-1.98231
123.8	-1.65291	-1.98153
123.85	-1.65218	-1.98086
123.9	-1.67722	-1.9801
123.95	-1.66654	-1.97941
124	-1.66183	-1.9787
124.05	-1.6646	-1.97803
124.1	-1.65556	-1.97736
124.15	-1.66484	-1.97655
124.2	-1.66396	-1.97576
124.25	-1.66138	-1.97495
124.3	-1.64528	-1.9742
124.35	-1.67964	-1.97348
124.4	-1.65713	-1.97283
124.45	-1.66693	-1.97216
124.5	-1.66576	-1.97151
124.55	-1.69087	-1.97084
124.6	-1.66159	-1.97006
124.65	-1.66945	-1.96942
124.7	-1.64514	-1.96877
124.75	-1.66028	-1.96807
124.8	-1.66433	-1.96735
124.85	-1.66317	-1.96672
124.9	-1.66889	-1.96595
124.95	-1.65021	-1.96529
125	-1.65855	-1.96467
125.05	-1.68446	-1.96395
125.1	-1.66414	-1.9632
125.15	-1.67114	-1.96251
125.2	-1.68099	-1.96191
125.25	-1.67642	-1.96123
125.3	-1.67413	-1.9606
125.35	-1.65954	-1.95995
125.4	-1.66685	-1.95922
125.45	-1.66236	-1.95857
125.5	-1.65888	-1.95781
125.55	-1.67289	-1.95717
125.6	-1.65745	-1.95648
125.65	-1.63666	-1.9558
125.7	-1.66846	-1.95509
125.75	-1.66848	-1.95435
125.8	-1.67779	-1.95365
125.85	-1.67052	-1.95302
125.9	-1.65166	-1.95228
125.95	-1.66738	-1.95158
126	-1.6704	-1.95089
126.05	-1.6615	-1.9502
126.1	-1.65054	-1.94949
126.15	-1.66556	-1.94889
126.2	-1.67246	-1.94827
126.25	-1.67099	-1.94763
126.3	-1.68184	-1.94701
126.35	-1.66487	-1.94642
126.4	-1.66563	-1.94566
126.45	-1.66436	-1.94502
126.5	-1.65966	-1.94437
126.55	-1.66565	-1.94369
126.6	-1.65321	-1.94293
126.65	-1.65816	-1.94221
126.7	-1.66568	-1.94157
126.75	-1.66287	-1.94087
126.8	-1.66716	-1.94017
126.85	-1.67037	-1.93951
126.9	-1.6543	-1.93886
126.95	-1.6546	-1.93812
127	-1.66309	-1.93751
127.05	-1.68826	-1.93694
127.1	-1.65832	-1.9363
127.15	-1.67045	-1.93562
127.2	-1.66347	-1.93502
127.25	-1.67687	-1.93438
127.3	-1.66486	-1.93375
127.35	-1.66758	-1.9332
127.4	-1.66676	-1.9325
127.45	-1.66206	-1.93182
127.5	-1.65599	-1.93125
127.55	-1.6779	-1.93062
127.6	-1.65755	-1.93005
127.65	-1.66311	-1.92942
127.7	-1.67112	-1.92881
127.75	-1.66389	-1.92815
127.8	-1.66322	-1.92753
127.85	-1.65467	-1.9269
127.9	-1.64325	-1.92624
127.95	-1.67218	-1.92548
128	-1.66305	-1.9249
128.05	-1.66678	-1.92421
128.1	-1.66723	-1.92362
128.15	-1.67769	-1.92302
128.2	-1.68498	-1.92243
128.25	-1.6873	-1.9218
128.3	-1.66508	-1.92117
128.35	-1.65789	-1.92051
128.4	-1.65792	-1.91989
128.45	-1.67105	-1.91938
128.5	-1.66817	-1.91876
128.55	-1.68004	-1.91823
128.6	-1.66888	-1.91758
128.65	-1.66976	-1.91706
128.7	-1.67229	-1.91636
128.75	-1.6623	-1.91563
128.8	-1.67374	-1.91517
128.85	-1.65387	-1.91457
128.9	-1.66714	-1.91396
128.95	-1.66898	-1.91338
129	-1.65908	-1.91281
129.05	-1.66982	-1.91223
129.1	-1.66554	-1.91166
129.15	-1.69319	-1.91111
129.2	-1.6896	-1.9106
129.25	-1.67041	-1.91007
129.3	-1.66829	-1.9095
129.35	-1.68487	-1.90891
129.4	-1.66566	-1.90826
129.45	-1.67724	-1.90779
129.5	-1.66436	-1.90716
129.55	-1.64756	-1.90652
129.6	-1.67624	-1.90589
129.65	-1.67408	-1.90525
129.7	-1.6626	-1.90465
129.75	-1.67335	-1.90403
129.8	-1.68078	-1.90355
129.85	-1.67844	-1.903
129.9	-1.67017	-1.90244
129.95	-1.65283	-1.90184
130	-1.66468	-1.90131
130.05	-1.65839	-1.90069
130.1	-1.66943	-1.89998
130.15	-1.66595	-1.89935
130.2	-1.67594	-1.89875
130.25	-1.65658	-1.89814
130.3	-1.66929	-1.89757
130.35	-1.67529	-1.89698
130.4	-1.67555	-1.89644
130.45	-1.6795	-1.89589
130.5	-1.65566	-1.89531
130.55	-1.66484	-1.89485
130.6	-1.66195	-1.89429
130.65	-1.67911	-1.89378
130.7	-1.68313	-1.8932
130.75	-1.66516	-1.89268
130.8	-1.66171	-1.8921
130.85	-1.68113	-1.89148
130.9	-1.66322	-1.8909
130.95	-1.67344	-1.89032
131	-1.67011	-1.88975
131.05	-1.6858	-1.88931
131.1	-1.68218	-1.8888
131.15	-1.677	-1.88816
131.2	-1.67292	-1.88762
131.25	-1.67138	-1.88702
131.3	-1.67673	-1.88652
131.35	-1.67173	-1.88604
131.4	-1.66694	-1.88546
131.45	-1.68942	-1.88488
131.5	-1.66494	-1.88423
131.55	-1.66216	-1.88366
131.6	-1.67012	-1.883
131.65	-1.67587	-1.88246
131.7	-1.68461	-1.8819
131.75	-1.6671	-1.88122
131.8	-1.67779	-1.88066
131.85	-1.67364	-1.88014
131.9	-1.67047	-1.87961
131.95	-1.66709	-1.87905
132	-1.68478	-1.8785
132.05	-1.67829	-1.87803
132.1	-1.66731	-1.87749
132.15	-1.67437	-1.87698
132.2	-1.67134	-1.87637
132.25	-1.6624	-1.87582
132.3	-1.66781	-1.87527
132.35	-1.66711	-1.87474
132.4	-1.68041	-1.87402
132.45	-1.67377	-1.87343
132.5	-1.65881	-1.87283
132.55	-1.67833	-1.87236
132.6	-1.69128	-1.87184
132.65	-1.67328	-1.8713
132.7	-1.66168	-1.87077
132.75	-1.6601	-1.87024
132.8	-1.66875	-1.86972
132.85	-1.6899	-1.86915
132.9	-1.66091	-1.86858
132.95	-1.66814	-1.86813
133	-1.6746	-1.86769
133.05	-1.6648	-1.86718
133.1	-1.65598	-1.86672
133.15	-1.66209	-1.86626
133.2	-1.67744	-1.86576
133.25	-1.6697	-1.86519
133.3	-1.65128	-1.86475
133.35	-1.64667	-1.86414
133.4	-1.6509	-1.86366
133.45	-1.66493	-1.86302
133.5	-1.66959	-1.86256
133.55	-1.67418	-1.86206
133.6	-1.67226	-1.86148
133.65	-1.66859	-1.86097
133.7	-1.66295	-1.86049
133.75	-1.67117	-1.86
133.8	-1.67856	-1.8595
133.85	-1.68167	-1.85903
133.9	-1.67743	-1.85856
133.95	-1.67362	-1.85812
134	-1.67474	-1.85762
134.05	-1.66366	-1.85714
134.1	-1.66961	-1.85675
134.15	-1.65957	-1.85622
134.2	-1.66751	-1.85571
134.25	-1.66932	-1.85523
134.3	-1.67934	-1.85482
134.35	-1.66532	-1.85428
134.4	-1.66675	-1.8539
134.45	-1.65475	-1.85342
134.5	-1.66997	-1.85286
134.55	-1.65281	-1.85246
134.6	-1.66344	-1.85203
134.65	-1.67987	-1.8516
134.7	-1.6762	-1.85111
134.75	-1.66651	-1.85064
134.8	-1.67796	-1.85015
134.85	-1.6791	-1.84967
134.9	-1.65138	-1.84917
134.95	-1.67441	-1.84876
135	-1.67459	-1.84828
135.05	-1.66985	-1.84787
135.1	-1.66719	-1.84734
135.15	-1.67783	-1.84681
135.2	-1.66902	-1.84635
135.25	-1.67343	-1.84585
135.3	-1.67102	-1.84535
135.35	-1.66102	-1.84488
135.4	-1.6569	-1.84443
135.45	-1.65325	-1.84401
135.5	-1.66241	-1.84358
135.55	-1.65247	-1.84308
135.6	-1.67496	-1.84262
135.65	-1.67479	-1.84219
135.7	-1.6658	-1.84176
135.75	-1.68553	-1.84133
135.8	-1.66752	-1.84084
135.85	-1.65308	-1.84033
135.9	-1.67296	-1.83993
135.95	-1.66435	-1.83953
136	-1.67941	-1.83906
136.05	-1.66433	-1.83865
136.1	-1.66335	-1.83816
136.15	-1.66699	-1.83769
136.2	-1.66426	-1.83713
136.25	-1.66673	-1.83663
136.3	-1.65096	-1.83608
136.35	-1.66443	-1.83559
136.4	-1.66115	-1.83505
136.45	-1.66857	-1.83461
136.5	-1.66127	-1.83422
136.55	-1.6662	-1.83384
136.6	-1.67297	-1.83343
136.65	-1.67863	-1.83306
136.7	-1.6475	-1.83263
136.75	-1.65774	-1.83208
136.8	-1.66332	-1.83163
136.85	-1.66699	-1.83119
136.9	-1.64697	-1.83078
136.95	-1.66698	-1.83032
137	-1.65314	-1.82989
137.05	-1.6541	-1.82936
137.1	-1.67578	-1.82891
137.15	-1.66151	-1.82845
137.2	-1.67563	-1.82801
137.25	-1.67986	-1.8276
137.3	-1.6659	-1.82712
137.35	-1.66738	-1.82678
137.4	-1.66394	-1.82631
137.45	-1.6624	-1.82597
137.5	-1.67188	-1.8255
137.55	-1.65684	-1.82502
137.6	-1.68011	-1.82465
137.65	-1.67809	-1.82417
137.7	-1.68386	-1.82384
137.75	-1.66309	-1.82343
137.8	-1.69057	-1.82296
137.85	-1.6561	-1.82257
137.9	-1.67811	-1.8221
137.95	-1.69102	-1.82166
138	-1.64066	-1.82129
138.05	-1.6777	-1.82089
138.1	-1.66006	-1.82051
138.15	-1.66953	-1.81999
138.2	-1.67154	-1.81955
138.25	-1.66304	-1.8192
138.3	-1.67673	-1.81865
138.35	-1.67103	-1.81817
138.4	-1.677	-1.81774
138.45	-1.66919	-1.81724
138.5	-1.66888	-1.81679
138.55	-1.67478	-1.81647
138.6	-1.65727	-1.81607
138.65	-1.66312	-1.81569
138.7	-1.67842	-1.81521
138.75	-1.66106	-1.8148
138.8	-1.657	-1.81441
138.85	-1.66997	-1.81403
138.9	-1.66633	-1.81356
138.95	-1.6597	-1.81315
139	-1.673	-1.81279
139.05	-1.68678	-1.81236
139.1	-1.67065	-1.81196
139.15	-1.6477	-1.81168
139.2	-1.6799	-1.81124
139.25	-1.66897	-1.81087
139.3	-1.66591	-1.81039
139.35	-1.66702	-1.81002
139.4	-1.6683	-1.80959
139.45	-1.67137	-1.8092
139.5	-1.65922	-1.80875
139.55	-1.67049	-1.80836
139.6	-1.66393	-1.80796
139.65	-1.65538	-1.80753
139.7	-1.66787	-1.80711
139.75	-1.65188	-1.80671
139.8	-1.68461	-1.80632
139.85	-1.65541	-1.80583
139.9	-1.65869	-1.80546
139.95	-1.66513	-1.80507
140	-1.66461	-1.80469
140.05	-1.67072	-1.80439
140.1	-1.66742	-1.80397
140.15	-1.66907	-1.80356
140.2	-1.66819	-1.80313
140.25	-1.64935	-1.8028
140.3	-1.66037	-1.80242
140.35	-1.64771	-1.80215
140.4	-1.67138	-1.80184
140.45	-1.6542	-1.80151
140.5	-1.66042	-1.8012
140.55	-1.67307	-1.80079
140.6	-1.66837	-1.8004
140.65	-1.6713	-1.79997
140.7	-1.6524	-1.79951
140.75	-1.65819	-1.79923
140.8	-1.66979	-1.79881
140.85	-1.67635	-1.79845
140.9	-1.65778	-1.79801
140.95	-1.65836	-1.79764
141	-1.6629	-1.79735
141.05	-1.69098	-1.79703
141.1	-1.67522	-1.79663
141.15	-1.6935	-1.79627
141.2	-1.66926	-1.79581
141.25	-1.65643	-1.79543
141.3	-1.67879	-1.79503
141.35	-1.66169	-1.79461
141.4	-1.68746	-1.79427
141.45	-1.68373	-1.79398
141.5	-1.68689	-1.79352
141.55	-1.66966	-1.79318
141.6	-1.67383	-1.79281
141.65	-1.67019	-1.7925
141.7	-1.67501	-1.79206
141.75	-1.68212	-1.79166
141.8	-1.66227	-1.79133
141.85	-1.67743	-1.79101
141.9	-1.68896	-1.7907
141.95	-1.66968	-1.7902
142	-1.66649	-1.78983
142.05	-1.6706	-1.78944
142.1	-1.65794	-1.78912
142.15	-1.67359	-1.78882
142.2	-1.67172	-1.7885
142.25	-1.68027	-1.78813
142.3	-1.68182	-1.78784
142.35	-1.68661	-1.78753
142.4	-1.67967	-1.78704
142.45	-1.65876	-1.78667
142.5	-1.68017	-1.78627
142.55	-1.6716	-1.78597
142.6	-1.68707	-1.78562
142.65	-1.67605	-1.78516
142.7	-1.67762	-1.78481
142.75	-1.67392	-1.78439
142.8	-1.67398	-1.78403
142.85	-1.66521	-1.78374
142.9	-1.67395	-1.78345
142.95	-1.67686	-1.78312
143	-1.67187	-1.78275
143.05	-1.67541	-1.78245
143.1	-1.66657	-1.78214
143.15	-1.6755	-1.78185
143.2	-1.68947	-1.78149
143.25	-1.68187	-1.78124
143.3	-1.66816	-1.78095
143.35	-1.68503	-1.78066
143.4	-1.65416	-1.78031
143.45	-1.68039	-1.77994
143.5	-1.67545	-1.77958
143.55	-1.68067	-1.77927
143.6	-1.6621	-1.77893
143.65	-1.67712	-1.77852
143.7	-1.66162	-1.77813
143.75	-1.67635	-1.77768
143.8	-1.6716	-1.77738
143.85	-1.67617	-1.77696
143.9	-1.66427	-1.77667
143.95	-1.69144	-1.77625
144	-1.67681	-1.77589
144.05	-1.66086	-1.77556
144.1	-1.67116	-1.77512
144.15	-1.67865	-1.7748
144.2	-1.6687	-1.77458
144.25	-1.67134	-1.77427
144.3	-1.68637	-1.77391
144.35	-1.66452	-1.77367
